lexeme,stratum,det_flag,diagnostic,op,sentence,flag,needs_realization
here,preposition,,enough_postposed,judgment,Something was here enough.,,
here,preposition,,enough_preposed,judgment,Something was enough here.,,
here,preposition,,np_complement,both,Something was here something.,,
here,preposition,,gerund_gap_complement,judgment,Something was here doing.,,
here,preposition,,attributive,both,The here something happened.,,
here,preposition,,predicative_be,both,Something was here.,,
here,preposition,,postpositive,judgment,The something here happened.,note_postpositive,
here,preposition,,predeterminer_position,both,Here the something happened.,,
here,preposition,,determiner_function,both,Here something happened.,,
here,preposition,,fused_head,both,Someone saw here.,,
here,preposition,,partitive_of,both,Here of the somethings happened.,,
here,preposition,,un_prefix,both,Something was unhere.,orthographic_un,
here,preposition,,ly_adverb_base,both,Something happened here+ly.,,morphology+ly
here,preposition,,ness_nominalization,both,The here+ness of something.,,morphology+ness
here,preposition,,seem_complement,both,Something seemed here.,,
here,preposition,,become_complement,both,Something became here.,,
here,preposition,,coordination_with_adj,judgment,Something was old and here.,,
here,preposition,,fronting_pp,judgment,"Here something, something happened.",,
here,preposition,,stranding,judgment,The something that something was here __,,
there,preposition,,very_mod,both,Something was very there.,,
there,preposition,,too_mod,both,Something was too there.,,
there,preposition,,comparative_more,both,Something was more there than something else.,,
there,preposition,,inflectional_comparison,both,Something was there+er than something else.,,morphology+er
there,preposition,,right_mod,judgment,Something was right there.,,
there,preposition,,enough_postposed,judgment,Something was there enough.,,
there,preposition,,enough_preposed,judgment,Something was enough there.,,
there,preposition,,np_complement,both,Something was there something.,,
there,preposition,,gerund_gap_complement,judgment,Something was there doing.,,
there,preposition,,attributive,both,The there something happened.,,
there,preposition,,predicative_be,both,Something was there.,,
there,preposition,,postpositive,judgment,The something there happened.,note_postpositive,
there,preposition,,predeterminer_position,both,There the something happened.,,
there,preposition,,determiner_function,both,There something happened.,,
there,preposition,,fused_head,both,Someone saw there.,,
there,preposition,,partitive_of,both,There of the somethings happened.,,
there,preposition,,un_prefix,both,Something was unthere.,orthographic_un,
there,preposition,,ly_adverb_base,both,Something happened there+ly.,,morphology+ly
there,preposition,,ness_nominalization,both,The there+ness of something.,,morphology+ness
there,preposition,,seem_complement,both,Something seemed there.,,
there,preposition,,become_complement,both,Something became there.,,
there,preposition,,coordination_with_adj,judgment,Something was old and there.,,
there,preposition,,fronting_pp,judgment,"There something, something happened.",,
there,preposition,,stranding,judgment,The something that something was there __,,
where,preposition,,very_mod,both,Something was very where.,,
where,preposition,,too_mod,both,Something was too where.,,
where,preposition,,comparative_more,both,Something was more where than something else.,,
where,preposition,,inflectional_comparison,both,Something was where+er than something else.,,morphology+er
where,preposition,,right_mod,judgment,Something was right where.,,
where,preposition,,enough_postposed,judgment,Something was where enough.,,
where,preposition,,enough_preposed,judgment,Something was enough where.,,
where,preposition,,np_complement,both,Something was where something.,,
where,preposition,,gerund_gap_complement,judgment,Something was where doing.,,
where,preposition,,attributive,both,The where something happened.,,
where,preposition,,predicative_be,both,Something was where.,,
where,preposition,,postpositive,judgment,The something where happened.,note_postpositive,
where,preposition,,predeterminer_position,both,Where the something happened.,,
where,preposition,,determiner_function,both,Where something happened.,,
where,preposition,,fused_head,both,Someone saw where.,,
where,preposition,,partitive_of,both,Where of the somethings happened.,,
where,preposition,,un_prefix,both,Something was unwhere.,orthographic_un,
where,preposition,,ly_adverb_base,both,Something happened where+ly.,,morphology+ly
where,preposition,,ness_nominalization,both,The where+ness of something.,,morphology+ness
where,preposition,,seem_complement,both,Something seemed where.,,
where,preposition,,become_complement,both,Something became where.,,
where,preposition,,coordination_with_adj,judgment,Something was old and where.,,
where,preposition,,fronting_pp,judgment,"Where something, something happened.",,
where,preposition,,stranding,judgment,The something that something was where __,,
hence,preposition,,very_mod,both,Something was very hence.,,
hence,preposition,,too_mod,both,Something was too hence.,,
hence,preposition,,comparative_more,both,Something was more hence than something else.,,
hence,preposition,,inflectional_comparison,both,Something was hence+er than something else.,,morphology+er
hence,preposition,,right_mod,judgment,Something was right hence.,,
hence,preposition,,enough_postposed,judgment,Something was hence enough.,,
hence,preposition,,enough_preposed,judgment,Something was enough hence.,,
hence,preposition,,np_complement,both,Something was hence something.,,
hence,preposition,,gerund_gap_complement,judgment,Something was hence doing.,,
hence,preposition,,attributive,both,The hence something happened.,,
hence,preposition,,predicative_be,both,Something was hence.,,
hence,preposition,,postpositive,judgment,The something hence happened.,note_postpositive,
hence,preposition,,predeterminer_position,both,Hence the something happened.,,
hence,preposition,,determiner_function,both,Hence something happened.,,
hence,preposition,,fused_head,both,Someone saw hence.,,
hence,preposition,,partitive_of,both,Hence of the somethings happened.,,
hence,preposition,,un_prefix,both,Something was unhence.,orthographic_un,
hence,preposition,,ly_adverb_base,both,Something happened hence+ly.,,morphology+ly
hence,preposition,,ness_nominalization,both,The hence+ness of something.,,morphology+ness
hence,preposition,,seem_complement,both,Something seemed hence.,,
hence,preposition,,become_complement,both,Something became hence.,,
hence,preposition,,coordination_with_adj,judgment,Something was old and hence.,,
hence,preposition,,fronting_pp,judgment,"Hence something, something happened.",,
hence,preposition,,stranding,judgment,The something that something was hence __,,
thence,preposition,,very_mod,both,Something was very thence.,,
thence,preposition,,too_mod,both,Something was too thence.,,
thence,preposition,,comparative_more,both,Something was more thence than something else.,,
thence,preposition,,inflectional_comparison,both,Something was thence+er than something else.,,morphology+er
thence,preposition,,right_mod,judgment,Something was right thence.,,
thence,preposition,,enough_postposed,judgment,Something was thence enough.,,
thence,preposition,,enough_preposed,judgment,Something was enough thence.,,
thence,preposition,,np_complement,both,Something was thence something.,,
thence,preposition,,gerund_gap_complement,judgment,Something was thence doing.,,
thence,preposition,,attributive,both,The thence something happened.,,
thence,preposition,,predicative_be,both,Something was thence.,,
thence,preposition,,postpositive,judgment,The something thence happened.,note_postpositive,
thence,preposition,,predeterminer_position,both,Thence the something happened.,,
thence,preposition,,determiner_function,both,Thence something happened.,,
thence,preposition,,fused_head,both,Someone saw thence.,,
thence,preposition,,partitive_of,both,Thence of the somethings happened.,,
thence,preposition,,un_prefix,both,Something was unthence.,orthographic_un,
thence,preposition,,ly_adverb_base,both,Something happened thence+ly.,,morphology+ly
thence,preposition,,ness_nominalization,both,The thence+ness of something.,,morphology+ness
thence,preposition,,seem_complement,both,Something seemed thence.,,
thence,preposition,,become_complement,both,Something became thence.,,
thence,preposition,,coordination_with_adj,judgment,Something was old and thence.,,
thence,preposition,,fronting_pp,judgment,"Thence something, something happened.",,
thence,preposition,,stranding,judgment,The something that something was thence __,,
whence,preposition,,very_mod,both,Something was very whence.,,
whence,preposition,,too_mod,both,Something was too whence.,,
whence,preposition,,comparative_more,both,Something was more whence than something else.,,
whence,preposition,,inflectional_comparison,both,Something was whence+er than something else.,,morphology+er
whence,preposition,,right_mod,judgment,Something was right whence.,,
whence,preposition,,enough_postposed,judgment,Something was whence enough.,,
whence,preposition,,enough_preposed,judgment,Something was enough whence.,,
whence,preposition,,np_complement,both,Something was whence something.,,
